vin,start_time,end_time,org_soh,summileage,smooth_soh,filter_flag,cd_flag
vin123456789,2023/6/9 19:15,2023/6/9 23:07,0.887387387,55272,1.480043844,0,2
vin123456789,2023/6/13 21:58,2023/6/14 1:44,0.869632132,55383,1.468163149,0,2
vin123456789,2023/6/16 17:52,2023/6/16 21:38,0.877102102,55487,1.476734228,0,2
vin123456789,2023/6/20 22:33,2023/6/21 2:07,0.880213547,55659,1.481943291,0,2
vin123456789,2023/6/21 19:28,2023/6/22 9:04,0.889222556,55717,1.489987474,0,2
vin123456789,2023/6/23 15:37,2023/6/23 20:16,0.889451952,55782,1.490675864,0,2
vin123456789,2023/6/26 17:48,2023/6/26 21:05,0.879462796,55841,1.485899317,0,2
vin123456789,2023/6/28 18:17,2023/6/28 22:14,0.888513514,55903,1.49427884,0,2
vin123456789,2023/6/29 19:21,2023/6/29 22:46,0.900975976,55957,1.501406957,0,2
vin123456789,2023/7/13 17:48,2023/7/13 21:16,0.896546547,56020,1.495221239,0,2
vin123456789,2023/7/14 20:29,2023/7/15 11:18,0.890640641,56066,1.488928557,0,2
vin123456789,2023/7/28 20:41,2023/7/29 0:13,0.884984985,56178,1.484287171,0,2
vin123456789,2023/8/15 9:02,2023/8/15 12:56,0.883633634,56247,1.484165526,0,2
vin123456789,2023/8/27 8:12,2023/8/27 11:56,0.889714715,56329,1.486597377,0,2
vin123456789,2023/8/27 19:24,2023/8/27 23:35,0.889489489,56387,1.483083305,0,2
vin123456789,2023/9/5 18:04,2023/9/5 20:51,0.881343844,56507,1.475407085,0,2
vin123456789,2023/9/9 8:43,2023/9/9 12:35,0.882507508,56559,1.475775516,0,2
vin123456789,2023/9/12 18:14,2023/9/12 22:26,0.873723724,56618,1.470905871,0,2
vin123456789,2023/9/13 19:26,2023/9/14 7:36,0.880705706,56674,1.477701562,0,2
vin123456789,2023/9/15 21:57,2023/9/16 1:37,0.878303303,56723,1.477532028,0,2
vin123456789,2023/9/17 15:09,2023/9/17 19:06,0.890056723,57038,1.483405594,0,2
vin123456789,2023/9/18 21:54,2023/9/19 1:41,0.875563063,57090,1.473694268,0,2
vin123456789,2023/9/19 18:26,2023/9/19 21:52,0.890165165,57136,1.479263838,0,2
vin123456789,2023/9/21 17:37,2023/9/21 21:17,0.879429429,57224,1.466783282,0,2
vin123456789,2023/9/24 9:47,2023/9/24 13:15,0.867617618,57307,1.45855331,0,2
vin123456789,2023/9/27 17:55,2023/9/27 20:33,0.875709042,57351,1.46205206,0,2
vin123456789,2023/10/1 21:22,2023/10/2 0:34,0.870026276,57929,1.4548859,0,2
vin123456789,2023/10/6 17:49,2023/10/6 21:55,0.869069069,58028,1.451179456,0,2
vin123456789,2023/10/9 18:38,2023/10/9 21:50,0.864531198,58139,1.445639015,0,2
vin123456789,2023/10/12 21:24,2023/10/13 1:16,0.859271772,58274,1.444367801,0,2
vin123456789,2023/10/16 18:03,2023/10/16 21:55,0.862612613,58342,1.449822018,0,2
vin123456789,2023/10/17 18:03,2023/10/17 21:36,0.867158825,58387,1.456377333,0,2
vin123456789,2023/10/18 18:02,2023/10/18 21:20,0.867567568,58431,1.457316469,0,2
vin123456789,2023/10/19 17:56,2023/10/19 21:15,0.876576577,58476,1.455992822,0,2
vin123456789,2023/10/20 18:01,2023/10/20 21:40,0.860694027,58520,1.451840114,0,2
vin123456789,2023/10/23 18:04,2023/10/23 21:39,0.871621622,58565,1.463578157,0,2
vin123456789,2023/10/26 18:07,2023/10/26 21:38,0.8746997,58633,1.466157871,0,2
